Weather_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,La Ronge,CA,55.1001,-105.2842,64.62,48,20,4.61,few clouds
346,Atbasar,KZ,51.8,68.3333,70.61,47,3,18.01,clear sky
347,Nelipyno,UA,48.561,23.0315,55.4,66,18,3.6,few clouds
348,Paamiut,GL,61.994,-49.6678,36.59,92,39,18.07,scattered clouds
349,Nacala,MZ,-14.5428,40.6728,68.79,76,1,7.72,clear sky
350,Berlevag,NO,70.8578,29.0864,46.2,87,100,19.57,drizzle rain
351,Hluti,SZ,-27.2167,31.6167,57.74,91,95,0.98,overcast clouds
352,Souillac,MU,-20.5167,57.5167,68.38,77,40,3.44,light rain
353,Alamogordo,US,32.8995,-105.9603,72.77,82,100,9.22,overcast clouds
354,Khartoum,SD,15.5518,32.5324,88.57,33,66,21.5,broken clouds
355,Balkanabat,TM,39.5108,54.3671,93.33,15,0,31.52,clear sky
356,Soligalich,RU,59.0778,42.2864,58.87,61,43,7.47,scattered clouds
357,Eyl,SO,7.9803,49.8164,80.83,62,100,30.8,overcast clouds
358,Kawalu,ID,-7.3817,108.2082,78.21,87,98,5.12,overcast clouds
359,Camana,PE,-16.6228,-72.7111,60.51,81,62,7.36,broken clouds
360,Adrar,MR,20.5022,-10.0711,83.89,48,12,8.12,few clouds
361,Walvis Bay,NA,-22.9575,14.5053,47.35,87,0,8.05,clear sky
362,Pangody,RU,65.85,74.4859,81.09,38,65,15.93,broken clouds
363,Guerrero Negro,MX,27.9769,-114.0611,69.67,67,7,10.65,clear sky
364,Quatre Cocos,MU,-20.2078,57.7625,71.1,57,4,9.13,clear sky
365,Saint-Gilles,FR,43.6766,4.4302,75.34,100,75,9.22,mist
366,Hambantota,LK,6.1241,81.1185,88.14,70,20,13.8,few clouds
367,Barpathar,IN,26.3,93.8667,88.81,64,66,2.06,light rain
368,Pacific Grove,US,36.6177,-121.9166,69.24,77,0,13.0,clear sky
369,Mangrol,IN,21.1167,70.1167,87.98,63,85,7.43,overcast clouds
370,Saint-Georges,GD,12.0564,-61.7485,76.68,94,40,0.0,scattered clouds
371,Yiyang,CN,28.5892,112.3283,86.0,75,66,15.21,broken clouds
372,Yichang,CN,30.7144,111.2847,90.82,64,95,4.97,overcast clouds
373,Tiarei,PF,-17.5333,-149.3333,78.82,75,42,13.13,scattered clouds
374,Samagaltay,RU,50.6022,95.0047,66.61,48,81,8.95,broken clouds
375,Sabha,LY,27.0377,14.4283,80.44,28,0,9.42,clear sky
376,Caravelas,BR,-17.7125,-39.2481,69.26,93,26,2.57,scattered clouds
377,Giyani,ZA,-23.3025,30.7187,56.89,98,71,5.1,broken clouds
378,Chengde,CN,40.9725,117.9361,68.86,95,100,0.98,moderate rain
379,Olinda,BR,-8.0089,-34.8553,74.93,94,100,3.44,moderate rain
380,Kropotkin,RU,45.4375,40.5756,70.9,79,95,7.23,overcast clouds
381,Sanming,CN,26.2486,117.6186,85.82,70,97,3.2,overcast clouds
382,Taranagar,IN,28.6709,75.0351,92.5,41,36,8.52,scattered clouds
383,Roald,NO,62.5833,6.1333,52.16,76,75,4.61,broken clouds
384,Saint-Denis,FR,48.9167,2.3333,65.08,76,0,8.05,clear sky
385,Atar,MR,20.5169,-13.0499,85.5,55,59,4.76,broken clouds
386,Urucui,BR,-7.2294,-44.5561,77.0,65,81,3.87,broken clouds
387,Iracoubo,GF,5.4802,-53.2011,75.67,88,100,5.64,overcast clouds
388,Pangnirtung,CA,66.1451,-65.7125,39.13,67,5,3.6,clear sky
389,Ballarat,AU,-37.5662,143.8496,50.81,83,100,5.03,overcast clouds
390,Dingle,PH,10.9995,122.6711,88.43,64,100,4.9,overcast clouds
391,Cayenne,GF,4.9333,-52.3333,77.09,1,100,3.44,overcast clouds
392,Poum,NC,-20.2333,164.0167,73.22,60,44,8.61,scattered clouds
393,Gillette,US,44.2911,-105.5022,58.95,74,0,4.61,clear sky
394,Nebolchi,RU,59.1239,33.3454,56.91,66,1,6.42,clear sky
395,Vite,IN,17.2833,74.55,75.42,72,100,8.77,overcast clouds
396,Ixtapa,MX,20.7,-105.2,83.23,83,100,5.75,overcast clouds
397,Isangel,VU,-19.55,169.2667,73.0,60,34,11.41,scattered clouds
398,Kavaratti,IN,10.5669,72.642,81.81,79,92,19.3,heavy intensity rain
399,El Asintal,GT,14.6,-91.7333,76.57,97,100,2.44,overcast clouds
400,Peleduy,RU,59.6289,112.7406,51.17,98,100,1.9,moderate rain
401,Hastings,GB,50.8552,0.5729,58.32,99,33,10.27,scattered clouds
402,Monthey,CH,46.2555,6.9607,71.2,83,100,1.99,overcast clouds
403,Shimoda,JP,34.6667,138.95,75.56,91,95,4.14,overcast clouds
404,Swan River,CA,52.1058,-101.2676,57.09,72,12,5.75,few clouds
405,Zinder,NE,13.8072,8.9881,82.62,52,55,7.18,broken clouds
406,Warangal,IN,18.0,79.5833,88.27,54,98,7.07,overcast clouds
407,Gao,ML,16.6362,1.637,91.06,27,38,8.19,scattered clouds
408,Urubamba,PE,-13.3047,-72.1158,45.5,84,63,4.41,broken clouds
409,High Rock,BS,26.6208,-78.2833,75.22,64,70,14.29,broken clouds
410,Copiapo,CL,-27.3667,-70.3333,49.69,91,3,1.25,clear sky
411,Ulaangom,MN,49.9811,92.0667,76.59,34,23,12.3,few clouds
412,Beni,CD,0.5,29.4667,62.13,85,86,2.04,overcast clouds
413,Fuerte Olimpo,PY,-21.0415,-57.8738,73.38,49,18,8.57,few clouds
414,Vaitape,PF,-16.5167,-151.75,80.2,71,41,14.41,scattered clouds
415,Morant Bay,JM,17.8815,-76.4093,80.22,83,95,7.43,overcast clouds
416,Mirzapur,IN,25.15,82.5833,91.36,35,40,3.53,scattered clouds
417,Smithers,CA,54.7804,-127.1743,55.72,58,75,3.44,broken clouds
418,West Bay,KY,19.3667,-81.4167,82.0,87,38,1.01,scattered clouds
419,Balatonfured,HU,46.9619,17.8719,66.34,53,70,4.0,broken clouds
420,Lardos,GR,36.0942,28.0157,78.62,60,0,12.41,clear sky
421,Wahiawa,US,21.5028,-158.0236,77.32,71,100,9.22,overcast clouds
422,Tura,IN,25.5198,90.2201,84.6,67,43,5.37,scattered clouds
423,Anaconda,US,46.1285,-112.9423,59.99,66,11,3.78,few clouds
424,Finschhafen,PG,-6.6024,147.8681,83.71,68,31,7.94,scattered clouds
425,Dubbo,AU,-32.25,148.6167,60.93,48,0,6.91,clear sky
426,Moose Factory,CA,51.2585,-80.6094,78.8,69,75,11.5,broken clouds
427,Winnemucca,US,40.973,-117.7357,71.65,17,0,5.75,clear sky
428,Medea,DZ,36.2642,2.7539,67.77,58,100,2.89,overcast clouds
429,Mgandu,TZ,-5.95,34.1333,55.09,66,1,8.43,clear sky
430,Shubarshi,KZ,48.5872,57.1869,85.75,36,91,12.91,overcast clouds
431,Bendigo,AU,-36.7667,144.2833,59.86,64,82,1.99,broken clouds
432,Corner Brook,CA,48.9667,-57.9484,46.56,95,92,1.32,overcast clouds
433,Lacey,US,47.0343,-122.8232,70.18,62,0,10.36,clear sky
434,Havelock,US,34.8791,-76.9013,80.58,81,0,0.0,clear sky
435,Tadine,NC,-21.55,167.8833,70.21,60,100,8.95,overcast clouds
436,Vanimo,PG,-2.6741,141.3028,85.73,63,39,6.89,scattered clouds
437,Alofi,NU,-19.0595,-169.9187,78.69,83,81,5.75,broken clouds
438,Puerto Escondido,MX,15.85,-97.0667,79.39,86,100,11.72,overcast clouds
439,Dongsheng,CN,39.8161,109.9776,68.49,54,100,10.58,overcast clouds
440,Nicoya,CR,10.1483,-85.452,72.28,90,100,4.03,overcast clouds
441,Maceio,BR,-9.6658,-35.7353,72.84,88,20,3.44,few clouds
442,Kashan,IR,33.9831,51.4364,87.39,19,0,0.0,clear sky
443,Labe,GN,11.3182,-12.2833,64.81,92,79,1.72,broken clouds
444,Cururupu,BR,-1.8283,-44.8683,72.54,99,98,1.86,overcast clouds
445,Naryan-Mar,RU,67.6713,53.087,45.95,70,100,16.06,overcast clouds
446,Rongcheng,CN,30.634,117.8517,90.16,59,81,10.63,broken clouds
447,Puerto Madryn,AR,-42.7692,-65.0385,35.11,70,19,9.17,few clouds
448,Belmonte,BR,-15.8631,-38.8828,70.72,82,36,3.71,scattered clouds
449,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,82,75,13.62,light intensity drizzle
450,Folldal,NO,62.1325,9.9968,46.45,88,99,5.99,overcast clouds
451,Kazachinskoye,RU,57.6953,93.2761,77.13,35,0,8.88,clear sky
452,Fuling,CN,29.7022,107.3919,93.88,58,99,0.67,overcast clouds
453,Maniitsoq,GL,65.4167,-52.9,35.31,85,81,5.14,broken clouds
454,Nantucket,US,41.2835,-70.0995,62.71,87,40,11.5,scattered clouds
455,Beaupre,CA,47.0443,-70.8953,62.98,95,71,5.14,broken clouds
456,Sena Madureira,BR,-9.0656,-68.6569,72.28,78,22,0.49,few clouds
457,Stodolishche,RU,54.1859,32.6492,52.32,96,100,14.65,moderate rain
458,Lapua,FI,62.9693,23.0088,54.34,69,100,3.44,light rain
459,Rudraprayag,IN,30.2833,78.9833,92.17,34,1,5.55,clear sky
460,Codrington,AU,-38.2667,141.9667,59.4,72,100,8.88,overcast clouds
461,Okhotsk,RU,59.3833,143.3,52.09,82,95,10.56,overcast clouds
462,Rio De Janeiro,BR,-22.9028,-43.2075,66.2,94,0,2.3,clear sky
463,Dukat,RU,62.55,155.55,48.99,77,100,4.76,overcast clouds
464,Kununurra,AU,-15.7667,128.7333,87.78,20,4,13.8,clear sky
465,Valdivia,CL,-39.8142,-73.2459,30.29,91,90,3.96,overcast clouds
466,Qeshm,IR,26.9581,56.2719,102.07,63,6,10.0,clear sky
467,Birnin Kebbi,NG,12.4539,4.1975,79.52,66,99,10.2,light rain
468,Tari,NG,12.4086,4.4914,78.4,68,92,8.68,light rain
469,Sao Jose De Piranhas,BR,-7.1206,-38.5019,64.33,96,47,4.63,scattered clouds
470,Flin Flon,CA,54.7682,-101.865,57.02,60,66,6.55,broken clouds
471,Nikki,BJ,9.9401,3.2108,69.6,94,100,4.7,overcast clouds
472,Linjiang,CN,41.8069,126.9078,70.27,98,100,3.04,light rain
473,Valkeala,FI,60.9401,26.7979,59.31,77,0,5.75,clear sky
474,Half Moon Bay,US,37.4636,-122.4286,85.91,39,0,10.36,clear sky
475,Rapar,IN,23.5667,70.6333,90.59,49,34,7.99,scattered clouds
476,Gazanjyk,TM,39.2446,55.5154,93.9,14,0,32.57,clear sky
477,Itaqui,BR,-29.1253,-56.5531,60.75,97,97,7.18,overcast clouds
478,Gotsu,JP,35.0,132.2167,78.22,82,62,8.68,broken clouds
479,Fort Nelson,CA,58.8053,-122.7002,65.79,59,75,4.61,broken clouds
480,Masterton,NZ,-40.9597,175.6575,48.88,92,40,1.54,scattered clouds
481,Vysokogornyy,RU,50.1167,139.15,62.65,86,98,4.9,light rain
482,Namatanai,PG,-3.6667,152.4333,83.57,71,100,7.0,light rain
483,Marsaxlokk,MT,35.8419,14.5431,75.07,94,0,3.44,clear sky
484,Alta Gracia,AR,-31.6529,-64.4283,45.88,71,97,6.87,overcast clouds
485,Neepawa,CA,50.2289,-99.4664,61.2,90,94,9.64,overcast clouds
486,Nador,MA,35.174,-2.9287,68.25,77,75,9.22,broken clouds
487,Araouane,ML,18.9048,-3.5265,90.18,34,3,14.97,clear sky
488,Luderitz,NA,-26.6481,15.1594,52.68,74,1,4.76,clear sky
489,Beringovskiy,RU,63.05,179.3167,50.16,76,99,10.31,light rain
490,Mogadishu,SO,2.0371,45.3438,80.47,78,75,19.57,broken clouds
491,Sampit,ID,-2.5333,112.95,90.77,51,86,3.13,overcast clouds
492,Sur,OM,22.5667,59.5289,97.99,41,1,6.51,clear sky
493,San Carlos De Bariloche,AR,-41.1456,-71.3082,31.75,69,100,5.75,overcast clouds
494,Mumford,GH,5.2618,-0.759,74.16,90,100,7.63,overcast clouds
495,Burkburnett,US,34.0979,-98.5706,86.68,50,0,9.22,clear sky
496,Hun,LY,29.1268,15.9477,73.69,46,0,6.71,clear sky
497,Marawi,PH,7.9986,124.2928,77.29,81,72,3.89,broken clouds
498,Kenora,CA,49.8167,-94.4337,54.57,76,75,12.66,broken clouds
499,Sioux Falls,US,43.55,-96.7003,69.66,57,75,5.75,broken clouds
500,Rio Grande,BR,-32.035,-52.0986,57.31,93,100,11.36,overcast clouds
501,Dhidhdhoo,MV,6.8833,73.1,83.19,78,100,14.34,overcast clouds
502,Tarauaca,BR,-8.1614,-70.7656,71.01,80,29,0.78,scattered clouds
503,Primalkinskoye,RU,43.7467,44.0083,72.45,78,100,3.91,overcast clouds
504,Spearfish,US,44.4908,-103.8594,59.85,69,0,5.75,clear sky
505,Salinopolis,BR,-0.6136,-47.3561,76.21,87,68,11.21,broken clouds
506,Rajshahi,BD,24.3667,88.6,90.86,59,29,8.43,light rain
507,Ketchikan,US,55.3422,-131.6461,50.47,87,100,4.61,light rain
508,Chulym,RU,55.0997,80.9572,68.2,64,95,13.56,light rain
509,Mecca,SA,21.4267,39.8261,87.13,43,6,8.01,clear sky
510,Abu Samrah,SY,35.3029,37.1841,72.73,63,1,20.83,clear sky
511,La Romana,DO,18.4273,-68.9728,75.43,84,92,7.67,overcast clouds
512,Verkhnyaya Inta,RU,65.9811,60.3094,54.72,95,100,9.86,moderate rain
513,Korem,ET,12.5058,39.5228,65.39,43,99,10.36,overcast clouds
514,Peque,CO,7.0212,-75.9093,64.38,97,99,0.43,light rain
515,Aswan,EG,24.0934,32.907,85.39,25,0,14.88,clear sky
516,Mayya,RU,61.7333,130.2811,78.12,73,100,1.07,overcast clouds
517,Seoul,KR,37.5683,126.9778,87.19,58,75,8.05,haze
518,Clarence Town,AU,-32.5833,151.7833,64.62,51,0,5.41,clear sky
519,Murchison,NZ,-41.8,172.3333,42.28,73,16,0.22,few clouds
520,Krupina,SK,48.3554,19.0647,52.9,66,72,2.86,broken clouds
521,Thinadhoo,MV,0.5333,72.9333,84.2,70,100,8.79,overcast clouds
522,Kaili,ID,-3.4626,120.2147,72.52,91,97,2.75,overcast clouds
523,Luanda,AO,-8.8368,13.2343,68.0,83,75,2.3,broken clouds
524,Hofn,IS,64.2539,-15.2082,49.24,63,25,11.81,scattered clouds
525,Wanaka,NZ,-44.7,169.15,40.1,77,12,2.86,few clouds
526,Nizwa,OM,22.9333,57.5333,94.12,32,0,5.68,clear sky
527,Wukari,NG,7.85,9.7833,72.39,96,99,4.07,overcast clouds
528,Manthani,IN,18.65,79.6667,88.11,61,92,6.38,overcast clouds
529,Chimore,BO,-16.9833,-65.1333,72.34,76,99,0.69,overcast clouds
530,Talnakh,RU,69.4865,88.3972,83.21,29,44,15.1,scattered clouds
531,Elko,US,41.0002,-115.5012,68.02,21,20,5.99,few clouds
532,Dunedin,NZ,-45.8742,170.5036,45.81,63,0,0.56,clear sky
533,Aviles,ES,43.5547,-5.9248,60.93,94,75,4.61,broken clouds
534,Ajdabiya,LY,30.7554,20.2263,72.52,56,0,6.55,clear sky
535,Bend,US,44.0582,-121.3153,69.08,42,0,1.99,clear sky
536,Tommot,RU,58.9564,126.2925,81.07,47,14,8.97,light rain
537,Gamba,GA,-2.65,10.0,68.76,88,42,5.57,scattered clouds
538,Guanare,VE,9.0418,-69.7421,77.02,94,80,3.44,broken clouds
539,Floro,NO,61.5996,5.0328,53.24,76,75,8.05,broken clouds
540,Westport,US,41.1415,-73.3579,67.01,95,100,11.5,overcast clouds
541,Antsohihy,MG,-14.8796,47.9875,75.09,54,15,12.88,few clouds
542,Ayagoz,KZ,47.9714,80.4392,87.58,24,2,10.29,clear sky
543,Sisimiut,GL,66.9395,-53.6735,34.86,99,100,7.99,overcast clouds
544,Channel-Port Aux Basques,CA,47.5702,-59.1367,51.48,92,22,2.84,few clouds
545,Mbandaka,CD,0.0487,18.2603,68.56,97,72,2.93,broken clouds
546,Kibala,TD,9.1104,18.3463,75.15,88,20,0.0,thunderstorm
547,Caceres,ES,39.522,-6.3748,55.76,89,73,6.51,broken clouds
548,Cape Canaveral,US,28.4058,-80.6048,80.04,68,0,8.05,clear sky
549,Elesbao Veloso,BR,-6.2019,-42.1403,73.13,72,40,4.21,scattered clouds
550,Kaiyuan,CN,23.6977,103.3037,81.25,61,92,8.37,overcast clouds
551,Sumenep,ID,-7.0167,113.8667,84.43,64,77,11.77,broken clouds
552,Yenagoa,NG,4.9247,6.2642,73.4,96,100,3.06,light rain
553,Kodinar,IN,20.7903,70.7031,89.82,57,26,6.91,scattered clouds
554,Hervey Bay,AU,-25.2986,152.8535,72.01,51,2,5.99,clear sky
555,Acajutla,SV,13.5928,-89.8275,77.31,83,100,5.93,moderate rain
556,Xifeng,CN,42.7372,124.7222,65.28,99,100,3.42,moderate rain
557,Las Vegas,US,36.175,-115.1372,93.88,10,0,6.91,clear sky
558,Aksu,CN,41.1231,80.2644,87.03,18,100,3.24,overcast clouds
559,Springdale,US,36.1867,-94.1288,80.73,84,0,5.75,clear sky
560,Gilgit,PK,35.9221,74.3087,63.1,85,100,2.28,overcast clouds
561,Shieli,KZ,44.1667,66.75,89.37,20,99,7.49,overcast clouds
562,Ampanihy,MG,-24.7,44.75,62.58,75,90,10.87,overcast clouds
563,Gladstone,AU,-23.85,151.25,74.79,38,53,12.66,broken clouds
564,Lanigan,CA,51.8501,-105.0344,56.17,69,9,3.15,clear sky
565,Tsalka,GE,41.5946,44.0891,58.33,90,98,3.33,overcast clouds
566,Lasa,IT,46.6166,10.7002,59.88,78,48,2.39,scattered clouds
567,Martapura,ID,-3.4167,114.85,77.09,94,40,5.75,light rain
568,Bajram Curri,AL,42.3554,20.0784,73.27,74,23,2.62,few clouds
569,Wewak,PG,-3.5534,143.6268,84.2,69,88,6.38,overcast clouds
570,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.94,91,0,12.33,clear sky
571,Jumla,NP,29.2747,82.1838,75.49,44,16,6.8,few clouds
572,Barra Do Garcas,BR,-15.89,-52.2567,65.5,55,11,2.42,few clouds
573,Lukhovka,RU,54.1484,45.2573,60.66,90,97,11.27,light rain
574,Anadyr,RU,64.75,177.4833,50.5,87,40,4.47,light rain
575,Tahta,EG,26.7693,31.5021,77.79,41,0,14.05,clear sky
576,Tessalit,ML,20.1986,1.0114,90.41,17,81,2.84,broken clouds
577,Mattawa,US,46.7379,-119.9028,74.26,38,58,10.0,broken clouds
578,Grindavik,IS,63.8424,-22.4338,48.15,81,40,23.02,scattered clouds
579,Kedougou,SN,12.5579,-12.1743,79.3,72,78,1.25,broken clouds
580,Nyagan,RU,62.1406,65.3936,63.66,91,100,4.92,overcast clouds
581,Ponta Delgada,PT,37.7333,-25.6667,64.51,82,40,12.66,scattered clouds
582,Katherine,AU,-14.4667,132.2667,90.48,21,2,17.27,clear sky
583,Ibra,OM,22.6906,58.5334,94.37,34,1,6.04,clear sky
584,Burnie,AU,-41.0667,145.9167,56.28,77,35,9.46,scattered clouds
585,Remerschen,LU,49.4886,6.3517,65.34,67,0,12.66,clear sky
586,Banfora,BF,10.6333,-4.7667,74.55,87,15,3.53,few clouds
587,Qaqortoq,GL,60.7167,-46.0333,37.63,87,1,6.6,clear sky
588,Sindou,BF,10.6667,-5.1667,73.87,84,15,2.95,light rain
589,Ambon,ID,-3.6954,128.1814,82.54,78,40,6.91,scattered clouds
590,Hualmay,PE,-11.0964,-77.6139,61.41,81,85,6.11,overcast clouds
591,Camabatela,AO,-8.1881,15.375,55.44,94,3,1.74,clear sky
592,Campos,BR,-21.75,-41.3,66.16,97,3,5.88,clear sky
593,Tabas,IR,33.5959,56.9244,88.21,13,0,6.13,clear sky
594,Dombas,NO,62.0696,9.1235,49.32,76,99,5.84,overcast clouds
595,Samana,DO,19.2056,-69.3369,77.4,84,100,6.22,overcast clouds
596,Camacha,PT,33.0833,-16.3333,62.02,72,75,10.36,broken clouds
597,Balabac,PH,7.9868,117.0645,85.01,64,95,1.66,overcast clouds
598,Grudziadz,PL,53.4841,18.7537,57.99,75,2,6.42,clear sky
599,Kirkwood,US,38.5834,-90.4068,83.95,68,0,4.16,clear sky
600,Necochea,AR,-38.5473,-58.7368,41.2,58,40,9.26,scattered clouds
601,Zelenoborsk,RU,61.4669,64.0333,63.48,82,97,9.06,overcast clouds
602,Keita,NE,14.7551,5.7749,86.22,51,68,13.78,broken clouds
603,Severomuysk,RU,56.1481,113.4267,44.38,83,100,3.4,overcast clouds
604,Zhigansk,RU,66.7697,123.3711,60.71,66,100,3.4,overcast clouds
605,Severnyy,RU,50.677,36.5532,60.84,94,75,6.71,broken clouds
606,Eydhafushi,MV,5.1033,73.0708,83.84,74,100,12.44,overcast clouds
607,Am Timan,TD,11.0297,20.2827,77.23,70,85,3.78,overcast clouds
608,Rocha,UY,-34.4833,-54.3333,48.9,75,100,13.58,overcast clouds
609,Weiser,US,44.251,-116.9693,70.0,55,0,1.9,clear sky
610,Wabana,CA,47.6332,-52.9481,59.68,97,100,12.66,overcast clouds
611,Kaihua,CN,23.3687,104.28,76.55,73,99,10.45,overcast clouds
612,Richards Bay,ZA,-28.783,32.0377,64.69,86,100,6.35,light rain
613,Quarai,BR,-30.3875,-56.4514,56.44,94,100,13.4,overcast clouds
614,Winslow,US,35.0242,-110.6974,80.78,19,0,16.11,clear sky
615,Verkhniy Fiagdon,RU,42.8333,44.3053,59.67,90,100,2.39,overcast clouds
616,San Patricio,US,28.017,-97.5169,84.88,77,21,12.53,few clouds
617,Monticello,US,45.3055,-93.7941,73.94,62,0,4.61,clear sky
618,Llangefni,GB,53.2556,-4.3106,58.66,93,34,3.44,scattered clouds
619,Kita,ML,13.0349,-9.4895,77.81,67,77,2.28,broken clouds
620,Havoysund,NO,70.9963,24.6622,44.83,84,100,7.45,light rain
621,Olbia,IT,40.9214,9.4856,68.05,77,0,3.44,clear sky
622,Ormond Beach,US,29.2858,-81.0559,79.02,75,75,0.0,broken clouds
623,Bilma,NE,18.6853,12.9164,88.18,17,0,7.36,clear sky
624,Mastic Beach,US,40.7668,-72.8521,67.41,93,100,4.0,overcast clouds
625,Ormara,PK,25.2088,64.6357,83.21,82,33,6.11,scattered clouds
626,Broken Hill,AU,-31.95,141.4333,62.98,51,37,8.84,scattered clouds
627,Abalak,RU,58.1286,68.5944,53.91,98,100,7.65,light rain
628,Malakal,SS,9.5334,31.6605,79.09,60,46,3.29,scattered clouds
629,Svetlyy,RU,54.675,20.1347,53.65,86,7,7.47,clear sky
630,Nalhati,IN,24.3,87.8167,93.07,52,54,6.38,light rain
631,Nerchinskiy Zavod,RU,51.3088,119.61,73.2,46,61,6.89,broken clouds
632,Vostok,RU,46.4856,135.8833,68.34,83,100,3.24,overcast clouds
633,Chail,IN,25.4333,81.6333,99.41,32,49,3.02,scattered clouds
634,Shahreza,IR,32.0339,51.8794,85.66,10,0,8.88,clear sky
635,Loznica,RS,44.5342,19.2242,67.46,96,83,2.13,broken clouds
636,Tambura,SS,5.6,27.4667,69.67,82,10,1.63,clear sky
637,Valparaiso,CL,-33.0393,-71.6273,54.48,73,75,5.75,light rain
638,Ridgecrest,US,35.6225,-117.6709,91.26,14,20,16.11,few clouds
639,Praia,CV,14.9215,-23.5087,75.74,94,40,4.61,scattered clouds
640,Palana,RU,59.1167,159.9667,42.08,91,100,14.99,overcast clouds
641,Tongzi,CN,28.7829,105.0877,83.53,82,100,1.52,overcast clouds
642,Nanortalik,GL,60.1432,-45.2371,36.61,91,83,18.86,broken clouds
643,Shingu,JP,33.7333,135.9833,83.26,66,46,11.59,scattered clouds
644,Waipawa,NZ,-41.4122,175.5153,43.52,83,32,2.84,scattered clouds
645,Plettenberg Bay,ZA,-34.0527,23.3716,59.56,68,99,1.36,overcast clouds
646,Todos Santos,MX,23.45,-110.2167,83.05,84,33,6.24,scattered clouds
647,Corvallis,US,44.5646,-123.262,71.65,64,0,8.05,clear sky
648,Caramay,PH,10.1815,119.236,84.69,70,100,2.93,overcast clouds
649,Atkinson,US,42.8384,-71.147,60.24,86,0,4.61,clear sky
650,Hami,CN,42.8,93.45,96.17,10,0,7.36,clear sky
651,Vilhena,BR,-12.7406,-60.1458,64.89,61,79,2.8,broken clouds
652,Zunyi,CN,27.6867,106.9072,81.18,75,100,10.27,overcast clouds
653,Aasiaat,GL,68.7098,-52.8699,34.3,93,100,4.99,overcast clouds
654,Sarangani,PH,5.4033,125.4636,83.35,72,93,7.05,overcast clouds
655,Boa Vista,BR,2.8197,-60.6733,75.18,88,0,3.44,clear sky
656,Visnes,NO,59.3556,5.2242,50.83,76,75,8.05,broken clouds
657,Urcos,PE,-13.6861,-71.6228,42.69,94,49,3.6,scattered clouds
658,Shirpur,IN,21.35,74.8833,89.92,52,18,9.55,few clouds
659,Matay,EG,28.419,30.7792,74.73,52,0,11.59,clear sky
660,Darhan,MN,49.4867,105.9228,73.36,51,42,5.17,scattered clouds
661,Kjollefjord,NO,70.9457,27.3465,44.65,100,75,12.66,light rain
662,Hoopstad,ZA,-27.8327,25.9083,45.63,80,0,9.28,clear sky
663,Hokitika,NZ,-42.7167,170.9667,46.35,64,16,1.28,few clouds
664,Bambanglipuro,ID,-7.95,110.2833,84.0,64,98,15.77,overcast clouds
665,Susanville,US,40.4163,-120.653,67.84,32,0,6.91,clear sky
666,Moose Jaw,CA,50.4001,-105.5344,57.45,94,65,5.75,broken clouds
667,Porto Novo,BJ,6.4965,2.6036,71.42,95,100,3.76,moderate rain
668,Hadejia,NG,12.4498,10.0444,80.22,59,93,6.58,overcast clouds
669,Port Hardy,CA,50.6996,-127.4199,53.78,94,100,5.75,overcast clouds
670,Kupang,ID,-10.1667,123.5833,86.47,51,62,19.39,broken clouds
671,Huilong,CN,31.8111,121.655,86.68,65,14,11.86,few clouds
